时间		开盘		最高		最低		收盘		涨幅		振幅		总手		金额		换手%		成交次数		
2020-10-22,四	42.29		42.60		41.50		41.85		-1.58%		2.59%		1,843,301	77,303,862	3.54		6298		
2020-10-23,五	41.51		43.00		40.20		40.52		-3.18%		6.69%		2,287,400	95,341,304	4.40		7067		
2020-10-26,一	40.52		41.60		40.13		40.98		+1.14%		3.63%		2,129,083	87,385,035	4.09		7529		
2020-10-27,二	40.69		41.22		40.20		40.93		-0.12%		2.49%		2,027,740	82,480,901	3.90		8010		
2020-10-28,三	40.56		41.22		39.09		39.70		-3.01%		5.20%		2,204,839	88,240,515	4.24		8194		
2020-10-29,四	39.36		40.33		39.04		40.12		+1.06%		3.25%		1,494,282	59,539,970	2.87		5794		
2020-10-30,五	40.13		41.10		39.45		40.27		+0.37%		4.11%		2,763,568	111,599,334	5.31		9624		
2020-11-02,一	40.38		43.63		40.01		43.50		+8.02%		8.99%		6,574,447	279,941,680	12.64		19373		
2020-11-03,二	43.52		45.85		42.75		45.00		+3.45%		7.13%		5,293,559	235,463,740	10.18		15767		
2020-11-04,三	45.80		49.50		45.68		48.40		+7.56%		8.49%		7,103,687	344,853,580	13.66		16527		
2020-11-05,四	47.98		49.99		47.98		49.07		+1.38%		4.15%		4,977,089	243,977,480	9.57		17496		
2020-11-06,五	49.50		50.85		48.51		49.41		+0.69%		4.77%		3,661,867	181,366,060	7.04		12820		
2020-11-09,一	50.50		52.28		49.00		51.50		+4.23%		6.64%		2,766,651	141,221,000	5.32		11807		
2020-11-10,二	51.74		53.80		50.02		53.30		+3.50%		7.34%		3,580,862	187,445,150	6.89		13677		
2020-11-11,三	53.06		56.36		52.30		54.08		+1.46%		7.62%		3,495,000	189,638,260	6.72		12497		
2020-11-12,四	55.00		56.98		53.20		54.25		+0.31%		6.99%		3,771,325	205,529,360	7.25		14277		
2020-11-13,五	55.07		55.36		52.20		52.88		-2.53%		5.82%		2,973,276	157,599,530	5.72		12107		
2020-11-16,一	53.41		53.87		52.56		52.89		+0.02%		2.48%		1,790,800	94,843,429	3.44		8245		
2020-11-17,二	53.72		54.10		51.50		53.13		+0.45%		4.92%		2,046,800	107,602,244	3.94		8282		
2020-11-18,三	52.76		53.17		48.70		48.93		-7.91%		8.41%		4,171,133	209,526,450	8.02		15204		
2020-11-19,四	49.01		51.28		48.81		50.55		+3.31%		5.05%		3,051,733	152,586,000	5.87		12100		
2020-11-20,五	51.50		54.30		50.25		53.40		+5.64%		8.01%		2,901,800	153,334,630	5.58		12369		
2020-11-23,一	53.43		53.43		51.42		52.40		-1.87%		3.76%		2,067,892	107,698,616	3.98		8603		
2020-11-24,二	52.41		54.99		51.82		53.92		+2.90%		6.05%		2,202,600	117,545,000	4.24		10013		
2020-11-25,三	54.02		54.45		51.10		51.22		-5.01%		6.21%		2,637,600	137,609,870	5.07		8932		
2020-11-26,四	51.72		51.85		49.98		50.85		-0.72%		3.65%		1,972,800	99,794,876	3.79		7004		
2020-11-27,五	51.20		51.28		49.01		49.80		-2.06%		4.46%		1,209,700	60,528,902	2.33		5709		
2020-11-30,一	50.19		50.66		48.78		48.81		-1.99%		3.78%		1,373,300	67,958,449	2.64		6027		
2020-12-01,二	48.58		49.94		48.00		48.99		+0.37%		3.97%		1,269,041	62,450,275	2.44		5353		
2020-12-02,三	49.44		49.50		47.25		47.41		-3.23%		4.59%		2,109,006	101,040,200	4.06		8070		
2020-12-03,四	47.41		47.80		45.88		46.82		-1.24%		4.05%		1,629,700	76,206,890	3.13		6545		
2020-12-04,五	46.63		47.98		46.43		47.70		+1.88%		3.31%		1,390,900	65,732,717	2.67		5971		
2020-12-07,一	48.01		50.07		47.87		48.54		+1.76%		4.61%		2,417,647	117,959,928	4.65		10751		
2020-12-08,二	48.55		49.38		48.07		48.20		-0.70%		2.70%		1,364,441	66,381,131	2.62		6136		
2020-12-09,三	48.40		48.80		46.68		46.79		-2.93%		4.40%		1,137,205	54,030,284	2.19		5662		
2020-12-10,四	46.99		49.68		46.05		48.75		+4.19%		7.76%		1,860,411	89,458,424	3.58		7803		
2020-12-11,五	48.88		49.68		47.03		47.46		-2.65%		5.44%		1,847,900	88,816,544	3.55		8602		
2020-12-14,一	47.43		48.30		46.70		48.04		+1.22%		3.37%		1,660,541	78,937,110	3.19		6946		
2020-12-15,二	47.55		49.13		47.55		48.81		+1.60%		3.29%		1,392,800	67,676,627	2.68		6665		
2020-12-16,三	49.20		49.22		47.40		47.41		-2.87%		3.73%		1,485,600	71,615,169	2.86		6408		
2020-12-17,四	47.11		47.77		46.43		47.36		-0.11%		2.83%		1,365,000	64,426,880	2.63		6537		
2020-12-18,五	47.15		47.36		44.68		44.97		-5.05%		5.66%		3,014,341	137,566,410	5.80		10700		
2020-12-21,一	45.45		47.45		44.52		46.39		+3.16%		6.52%		2,532,400	117,290,643	4.87		10344		
2020-12-22,二	46.60		46.98		44.17		44.21		-4.70%		6.06%		2,049,756	92,755,249	3.94		8832		
