+9.99
69.00			74.85			69.00			+6.02			8.49			2,392,694			15.95			2272			+1.20
72.18			74.98			71.49			+1.20			4.78			1,913,644			12.76			1931			+1.96
75.30			76.76			73.60			+1.96			4.27			1,847,561			12.32			1779			-1.82
75.10			75.77			73.00			-1.82			3.67			1,528,557			10.19			1611			-1.76
73.10			76.10			72.36			-1.76			5.05			1,361,900			9.08			1541			-3.04
73.28			74.21			69.30			-3.04			6.75			1,914,177			12.76			2007			+3.02
70.85			72.97			70.32			+3.02			3.76			1,309,452			8.73			4074			-1.16
73.10			73.88			71.00			-1.16			3.96			1,075,451			7.17			3176			+1.87
71.32			73.20			69.50			+1.87			5.15			1,252,988			8.35			3787			+4.29
72.44			76.80			72.44			+4.29			5.96			1,699,858			11.33			4765			+2.77
76.36			80.48			76.28			+2.77			5.51			2,308,859			15.39			5910			-0.75
78.38			79.30			76.80			-0.75			3.19			1,019,424			6.80			3336			+2.57
77.92			80.60			77.92			+2.57			3.44			1,165,008			7.77			3307			-0.08
79.50			84.56			78.51			-0.08			7.58			2,367,410			15.78			6397			-2.90
79.88			80.00			76.66			-2.90			4.19			1,980,362			13.20			5365			+2.82
77.60			80.00			76.67			+2.82			4.30			1,619,530			10.80			4538			+0.00
79.80			81.13			77.90			+0.00			4.06			1,730,673			11.54			5003			+4.31
79.70			83.20			78.58			+4.31			5.80			1,767,605			11.78			5114			-0.24
82.98			84.48			81.22			-0.24			3.93			1,504,315			10.03			4881			-10.00
80.81			82.00			74.56			-10.00			8.98			2,910,456			19.40			8248			-2.11
73.82			75.68			71.25			-2.11			5.94			2,313,416			15.42			6028			+2.88
72.69			75.20			71.45			+2.88			5.14			1,346,577			8.98			3841			-1.73
74.00			75.06			71.98			-1.73			4.10			1,063,577			7.09			2772			-2.76
73.80			74.40			70.48			-2.76			5.31			1,485,060			9.90			3779			-9.99
70.01			70.01			64.58			-9.99			7.57			1,586,086			10.57			3696			-3.93
63.50			64.58			60.80			-3.93			5.85			2,215,017			14.77			4126			+1.64
62.00			63.68			60.30			+1.64			5.45			1,203,588			8.02			2848			-1.32
63.13			64.20			61.82			-1.32			3.77			1,318,196			8.79			2644			-0.50
62.23			62.75			61.50			-0.50			2.01			527,377			3.52			1319			+2.60
61.50			64.52			59.30			+2.60			8.43			1,405,366			9.37			2954			+0.46
63.21			64.04			62.50			+0.46			2.42			559,803			3.73			1726			-2.62
63.87			63.88			61.02			-2.62			4.48			615,607			4.10			1786			+3.31
62.25			66.60			60.61			+3.31			9.64			946,213			6.31			2671			+0.90
63.70			65.50			63.70			+0.90			2.80			727,100			4.85			1938			-1.48
64.66			64.78			62.50			-1.48			3.52			608,613			4.06			1293			+0.03
62.82			64.50			62.60			+0.03			2.98			530,600			3.54			1280			-1.86
63.85			63.89			62.60			-1.86			2.02			439,900			2.93			1116			+0.53
61.70			63.68			61.64			+0.53			3.26			509,300			3.40			1186			-1.65
62.90			63.25			61.80			-1.65			2.30			284,200			1.89			927			-0.18
61.95			62.75			61.12			-0.18			2.63			258,800			1.73			701			+0.31
61.84			62.20			61.50			+0.31			1.13			324,583			2.16			754			-0.42
61.61			61.92			61.19			-0.42			1.18			302,100			2.01			729			+1.65
61.99			63.75			61.60			+1.65			3.48			729,206			4.86			1682			-3.76
62.11			62.96			59.87			-3.76			4.92			635,108			4.23			1592			+0.40
60.40			61.40			60.10			+0.40			2.15			466,780			3.11			1152			+0.76
60.99			61.27			60.01			+0.76			2.08			685,383			4.57			1405			+5.10
61.18			65.20			60.85			+5.10			7.12			1,135,751			7.57			2595			-1.01
64.00			64.25			63.00			-1.01			1.95			641,813			4.28			1478			-3.38
63.03			63.76			61.22			-3.38			3.99			712,094			4.75			1849			-1.97
59.03			61.50			58.10			-1.97			5.53			1,408,007			9.39			2878			-0.91
59.51			60.38			59.20			-0.91			1.96			494,788			3.30			1397			-0.23
59.76			60.20			59.20			-0.23			1.68			295,488			1.97			920			-0.34
59.50			60.47			59.26			-0.34			2.03			520,088			3.47			1436			+1.21
59.40			60.40			59.12			+1.21			2.16			471,213			3.14			1195			+5.19
60.20			63.32			59.55			+5.19			6.28			1,042,830			6.95			2827			+1.71
62.71			65.05			62.70			+1.71			3.72			1,331,511			8.88			3150			-2.21
64.25			64.55			62.00			-2.21			3.97			757,204			5.05			1613			+1.77
62.85			64.49			62.66			+1.77			2.91			634,207			4.23			1482			+2.31
64.30			65.70			63.96			+2.31			2.72			1,389,905			9.27			2476			+0.28
65.00			67.30			63.70			+0.28			5.50			1,258,953			8.39			2301			-1.45
65.63			65.97			63.80			-1.45			3.31			729,500			4.86			1605			-1.04
64.50			64.50			63.10			-1.04			2.16			571,500			3.81			1373			+0.97
64.11			66.18			63.80			+0.97			3.72			1,064,916			7.10			2261			-2.71
64.35			64.47			62.06			-2.71			3.73			1,239,466			8.26			3076			+2.77
62.65			64.78			62.56			+2.77			3.53			1,049,927			7.00			2486			-1.56
64.30			64.75			62.62			-1.56			3.30			941,666			6.28			2231			-0.17
63.60			63.61			62.90			-0.17			1.12			436,530			2.91			925			-0.66
63.65			64.20			62.58			-0.66			2.55			996,900			6.65			1677			-3.22
63.14			63.46			60.66			-3.22			4.44			1,198,454			7.99			2468			+0.28
61.02			61.42			60.37			+0.28			1.72			536,194			3.57			1146			+0.26
61.20			61.93			61.00			+0.26			1.52			346,463			2.31			948			+10.00
61.40			67.51			61.11			+10.00			10.43			1,895,258			12.64			3832			+4.67
72.00			73.98			70.14			+4.67			5.69			3,702,407			24.68			7148			+1.27
71.17			73.85			70.68			+1.27			4.49			2,410,056			16.07			6176			+3.90
71.00			76.50			69.62			+3.90			9.61			2,584,140			17.23			6324			-1.59
73.63			73.70			71.30			-1.59			3.23			1,449,279			9.66			3845			-0.75
73.94			76.36			72.02			-0.75			5.93			1,604,259			10.70			4812			+6.09
73.58			78.56			72.11			+6.09			8.88			2,034,085			13.56			5528			+1.75
76.76			78.58			75.01			+1.75			4.63			1,401,472			9.34			3985			-0.52
76.03			80.80			76.01			-0.52			6.11			2,627,626			17.52			4935			-1.96
76.00			77.50			74.87			-1.96			3.37			1,645,016			10.97			3424			-1.16
75.86			76.39			74.30			-1.16			2.73			1,013,265			6.76			2563			+0.00
75.00			75.78			74.00			+0.00			2.36			765,557			5.10			2070			+3.53
74.88			79.50			74.71			+3.53			6.34			1,115,140			7.43			3118			-3.08
78.00			78.30			75.20			-3.08			3.96			615,479			4.10			1563			-0.94
76.18			76.87			75.04			-0.94			2.41			509,700			3.40			1490			+0.47
75.10			77.20			74.58			+0.47			3.49			503,376			3.36			1369			-2.45
75.40			75.94			73.51			-2.45			3.22			474,396			3.16			1158			+1.89
73.49			75.10			73.23			+1.89			2.54			448,976			2.99			921			-1.56
72.68			74.50			72.68			-1.56			2.43			483,300			3.22			1043			+3.87
73.80			77.78			73.34			+3.87			6.01			792,197			5.28			2270			+4.24
76.05			81.00			76.03			+4.24			6.48			982,490			6.55			3124			+1.51
79.25			81.20			78.40			+1.51			3.50			973,053			6.49			2676			-0.84
81.08			82.00			79.50			-0.84			3.08			500,488			3.34			1440			+3.63
80.10			83.97			78.51			+3.63			6.79			1,004,837			6.70			2635			+2.23
82.33			85.85			82.06			+2.23			4.54			1,026,236			6.84			2521			+8.46
85.20			93.78			84.16			+8.46			11.28			1,291,705			8.61			3533			-1.08
92.00			96.90			90.20			-1.08			7.25			1,003,353			6.69			3140			+3.26
92.60			96.28			89.11			+3.26			7.84			946,546			6.31			2431			+0.18
94.18			96.79			92.63			+0.18			4.40			731,200			4.87			1982			+1.08
93.82			95.79			93.00			+1.08			2.95			556,027			3.71			1695			-2.31
95.61			96.49			91.22			-2.31			5.51			612,400			4.08			1750			-0.71
93.38			93.38			91.03			-0.71			2.52			498,900			3.33			1393			+0.69
92.86			98.00			91.63			+0.69			6.87			789,000			5.26			2288			+2.19
94.29			96.86			91.08			+2.19			6.19			548,300			3.66			1658			+0.84
95.45			99.82			93.51			+0.84			6.61			747,470			4.98			2260			-5.44
95.00			96.06			88.00			-5.44			8.37			897,766			5.99			2539			+0.02
90.10			92.74			89.00			+0.02			4.11			359,500			2.40			1093			-3.86
90.00			91.23			86.10			-3.86			5.64			684,352			4.56			1589			+9.48
87.50			96.07			83.00			+9.48			14.93			877,897			5.85			2201			-1.46
94.49			96.94			92.01			-1.46			5.15			548,205			3.65			1585			-0.08
94.42			98.30			91.50			-0.08			7.20			525,316			3.50			1610			-3.30
94.37			96.00			88.15			-3.30			8.32			496,700			3.31			1499			+2.01
89.86			95.00			89.86			+2.01			5.63			438,678			2.92			1353			-7.53
92.00			92.00			86.00			-7.53			6.45			427,100			2.85			1315			+3.89
85.81			89.58			85.80			+3.89			4.39			235,708			1.57			870			+0.65
89.85			90.58			88.02			+0.65			2.86			222,100			1.48			640			-1.77
89.60			90.47			87.16			-1.77			3.68			227,600			1.52			627			-0.01
87.30			89.98			87.30			-0.01			3.03			127,600			0.851			435			-5.52
86.80			87.95			82.28			-5.52			6.42			419,700			2.80			1277			-10.00
83.94			83.94			75.15			-10.00			10.53			899,600			6.00			1568			-0.68
73.00			75.08			68.80			-0.68			8.36			1,478,209			9.85			2529			-2.25
72.02			75.00			70.80			-2.25			5.63			888,200			5.92			1570			+0.19
72.87			75.00			72.20			+0.19			3.84			601,300			4.01			1429			-0.66
74.49			74.49			70.89			-0.66			4.92			645,911			4.31			1508			-4.90
73.68			73.68			68.88			-4.90			6.61			762,100			5.08			1844			+1.87
68.78			71.50			68.22			+1.87			4.75			587,100			3.91			1165			+0.57
71.14			72.00			69.77			+0.57			3.17			706,100			4.71			1728			-2.36
70.38			70.38			67.88			-2.36			3.53			840,409			5.60			1777			-2.63
69.32			69.32			66.00			-2.63			4.81			486,709			3.24			1141			+3.08
67.40			70.97			66.78			+3.08			6.23			974,818			6.50			1839			-0.42
69.09			71.40			68.57			-0.42			4.08			687,909			4.59			1431			-0.36
68.08			69.60			66.64			-0.36			4.29			442,600			2.95			1424			+0.06
68.57			70.06			68.47			+0.06			2.31			296,218			1.97			887			+2.99
68.08			73.50			67.90			+2.99			8.14			742,035			4.95			1898			+2.89
70.89			73.45			69.58			+2.89			5.46			623,315			4.16			1782			-1.73
72.34			74.94			71.51			-1.73			4.70			652,500			4.35			1611			-0.60
71.55			71.99			70.50			-0.60			2.08			360,900			2.41			1135			+4.79
70.88			74.93			70.71			+4.79			5.92			704,309			4.70			1975			+0.16
74.88			77.49			74.01			+0.16			4.66			665,724			4.44			1801			-0.25
74.00			75.35			74.00			-0.25			1.81			428,300			2.86			1131			-0.46
74.13			75.09			74.01			-0.46			1.45			371,800			2.48			941			-2.07
74.06			74.49			70.12			-2.07			5.89			806,900			5.38			1741			-1.75
72.90			72.90			70.80			-1.75			2.89			381,600			2.54			929			-0.36
71.30			72.00			70.80			-0.36			1.68			306,300			2.04			750			-2.60
71.07			71.46			68.97			-2.60			3.50			408,800			2.73			1011			-0.46
68.15			69.90			68.05			-0.46			2.67			452,200			3.01			1185			-1.75
69.03			69.19			67.69			-1.75			2.17			309,100			2.06			992			-6.92
67.18			68.01			62.10			-6.92			8.72			782,800			5.22			1756			-0.43
63.00			63.95			62.58			-0.43			2.17			518,009			3.45			1231			+2.91
62.32			65.75			60.84			+2.91			7.81			2,031,553			13.54			2792			-2.57
64.50			65.38			62.72			-2.57			4.11			1,115,215			7.43			2161			+0.08
62.70			63.94			62.11			+0.08			2.90			963,600			6.42			1516			+0.35
62.90			63.90			62.61			+0.35			2.05			593,700			3.96			1268			-1.77
63.28			63.28			61.60			-1.77			2.65			539,115			3.59			1410			+2.09
62.20			63.70			61.04			+2.09			4.28			653,109			4.35			1604			+3.17
63.28			66.66			63.02			+3.17			5.74			893,909			5.96			2399			-0.32
65.16			65.69			63.80			-0.32			2.89			865,815			5.77			1212			-3.06
65.26			65.90			63.18			-3.06			4.17			434,900			2.90			1276			+0.73
62.75			63.90			62.31			+0.73			2.51			276,700			1.84			771			-2.53
63.60			63.73			62.03			-2.53			2.67			257,100			1.71			802			-10.00
61.90			61.90			55.90			-10.00			9.66			620,500			4.14			1416			-8.66
51.51			55.00			50.31			-8.66			8.39			1,149,338			7.66			2361			-3.19
50.10			51.98			49.00			-3.19			5.84			849,094			5.66			1695			-8.52
45.22			47.79			45.07			-8.52			5.50			1,218,525			8.12			2783			+1.70
46.66			47.27			44.30			+1.70			6.57			1,207,400			8.05			1968			+5.98
45.50			50.20			45.33			+5.98			10.59			873,800			5.83			2155			-1.58
47.00			51.30			46.00			-1.58			10.87			1,281,721			8.54			2804			-0.75
45.00			48.62			44.21			-0.75			9.19			1,788,614			11.92			3751			-2.94
47.28			47.50			45.94			-2.94			3.28			1,035,400			6.90			2536			-0.93
46.48			46.48			44.61			-0.93			4.05			618,599			4.12			1670			+2.16
46.00			47.43			45.87			+2.16			3.41			535,000			3.57			1325			+6.88
47.06			51.10			46.98			+6.88			8.81			1,140,699			7.60			3053			+9.76
50.00			54.90			49.92			+9.76			9.96			1,648,614			10.99			4140			-0.86
54.19			56.20			53.50			-0.86			4.92			1,431,314			9.54			3732			-1.56
54.07			54.30			52.00			-1.56			4.23			867,499			5.78			2362			+6.20
52.90			58.00			52.70			+6.20			9.90			1,159,299			7.73			3374			-3.13
55.15			56.50			55.01			-3.13			2.62			821,900			5.48			2387			+3.03
55.03			56.99			54.80			+3.03			3.98			842,615			5.62			1985			+0.62
56.41			59.94			55.71			+0.62			7.45			1,288,400			8.59			3034			-1.30
56.40			57.00			55.78			-1.30			2.14			993,398			6.62			2448			-0.04
55.97			56.75			55.96			-0.04			1.40			642,114			4.28			1655			+2.70
56.35			58.83			56.35			+2.70			4.40			1,167,200			7.78			3140			+4.77
58.78			60.97			57.88			+4.77			5.34			1,469,253			9.80			3610			-3.00
60.00			60.34			58.70			-3.00			2.70			1,014,548			6.76			2643			-2.02
58.76			60.70			57.25			-2.02			5.87			1,000,753			6.67			2525			-4.27
56.78			56.79			53.73			-4.27			5.31			1,672,825			11.15			3697			-2.05
55.04			55.44			53.95			-2.05			2.70			821,925			5.48			1897			+6.39
54.50			58.46			54.19			+6.39			7.90			1,383,438			9.22			3389			+0.85
56.60			58.35			56.51			+0.85			3.20			1,028,000			6.85			2424			-2.76
57.98			59.71			55.60			-2.76			7.09			1,128,810			7.53			2816			+3.60
56.55			58.97			56.30			+3.60			4.74			1,112,589			7.42			2944			+4.20
56.50			64.24			55.05			+4.20			15.74			3,142,028			20.95			6719			+5.47
61.96			65.80			61.96			+5.47			6.31			3,053,664			20.36			7356			+2.62
63.03			66.36			62.12			+2.62			6.61			3,029,215			20.19			7683			-3.11
64.00			65.58			63.58			-3.11			3.04			1,627,209			10.85			4280			-1.88
63.71			64.60			61.49			-1.88			4.87			1,348,558			8.99			3371			+4.23
62.45			65.60			62.41			+4.23			5.10			2,002,655			13.35			4423			+1.15
65.50			68.60			62.80			+1.15			8.89			2,911,691			19.41			6302			-2.97
64.00			64.60			63.02			-2.97			2.39			1,230,216			8.20			3320			+0.08
64.89			66.14			64.00			+0.08			3.34			1,708,294			11.39			3859			-1.47
63.05			63.87			61.10			-1.47			4.32			1,419,362			9.46			3065			-1.50
63.51			63.75			61.50			-1.50			3.56			1,045,364			3.06			2178			-0.58
62.40			62.96			61.58			-0.58			2.22			842,800			2.46			2182			+0.60
61.85			63.47			61.81			+0.60			2.68			706,766			2.07			1986			+2.96
62.50			64.55			62.00			+2.96			4.10			1,307,779			3.82			3008			-1.05
64.00			64.85			62.89			-1.05			3.06			798,868			2.34			2203			+3.11
63.88			66.76			63.41			+3.11			5.28			1,741,286			5.09			4655			+6.46
66.80			71.20			65.20			+6.46			9.18			3,018,126			8.83			7358			-3.05
67.14			69.90			66.70			-3.05			4.60			2,491,728			7.29			6129			-1.73
67.00			69.00			66.02			-1.73			4.42			1,829,913			5.35			4274			-10.00
67.25			67.25			59.66			-10.00			11.45			2,105,707			6.16			5025			+1.12
59.00			60.60			58.45			+1.12			3.60			1,527,733			4.47			3269			+0.60
59.94			61.98			59.33			+0.60			4.39			1,225,415			3.58			2753			-1.17
60.65			62.60			59.87			-1.17			4.50			1,589,764			4.65			3265			-4.42
60.92			60.96			56.51			-4.42			7.42			1,396,500			4.08			3028			-3.87
56.60			57.44			54.10			-3.87			5.83			1,380,370			4.04			2967			+3.08
55.09			57.09			54.60			+3.08			4.52			835,500			2.44			2276			-21.84
40.40			44.40			40.05			-21.84			7.66			1,415,587			4.14			2064			+5.34
44.88			47.75			44.40			+5.34			7.55			4,403,934			9.20			9652			-2.80
45.66			46.00			45.00			-2.80			2.14			2,596,665			5.42			6730			+0.20
45.15			46.55			44.66			+0.20			4.16			2,287,461			4.78			5421			-0.70
45.20			45.90			44.52			-0.70			3.03			1,532,591			3.20			3776			+5.00
45.25			47.82			44.57			+5.00			7.19			3,618,745			7.56			8632			-3.50
46.50			47.20			45.38			-3.50			3.83			2,151,826			4.49			5760			+1.57
46.07			46.60			44.71			+1.57			4.12			1,521,249			3.18			3839			-2.21
46.20			46.20			45.28			-2.21			1.98			1,131,169			2.36			2728			-0.48
45.53			45.98			44.86			-0.48			2.46			931,890			1.95			2506			-3.64
45.30			45.30			42.62			-3.64			5.92			2,070,623			4.32			4798			+4.44
43.78			45.82			43.42			+4.44			5.50			1,710,294			3.57			4063			+0.33
45.33			45.99			44.80			+0.33			2.61			1,162,090			2.43			3075			+5.40
46.13			49.94			46.13			+5.40			8.33			3,358,944			7.02			8048			+2.99
47.77			50.87			47.00			+2.99			8.03			3,474,438			7.26			8513			+3.81
48.97			51.87			48.50			+3.81			6.79			4,194,625			8.76			10320			-3.34
51.19			51.19			49.48			-3.34			3.32			2,234,285			4.67			5814			-2.99
49.60			50.57			48.10			-2.99			4.96			2,002,839			4.18			4810			-1.06
48.61			52.97			47.70			-1.06			10.90			3,663,635			7.65			8895			-0.92
46.19			47.50			45.01			-0.92			5.21			3,190,026			6.66			7554			-6.80
46.21			47.66			43.00			-6.80			9.84			2,512,039			5.25			5533			+0.77
44.19			45.78			43.88			+0.77			4.30			1,189,709			2.48			3060			+3.55
44.51			46.11			44.45			+3.55			3.73			1,334,245			2.79			3115			-0.65
46.40			46.40			45.21			-0.65			2.58			983,660			2.05			2361			+0.79
45.65			46.80			45.60			+0.79			2.62			1,435,831			3.00			3284			-2.56
45.00			45.50			43.88			-2.56			3.51			1,232,780			2.57			2678			-4.47
44.66			44.66			42.51			-4.47			4.78			1,147,170			2.40			2939			+1.28
42.85			43.66			41.52			+1.28			4.98			860,220			1.80			2038			-0.78
43.01			44.80			42.59			-0.78			5.08			874,272			1.83			2141			+0.35
42.60			44.16			42.10			+0.35			4.77			774,180			1.62			1762			-1.82
43.29			43.93			41.58			-1.82			5.43			847,599			1.77			1905			-9.69
41.90			42.24			38.27			-9.69			9.34			1,267,620			2.65			2756			+4.43
38.29			41.61			37.60			+4.43			10.44			1,160,140			2.42			2519			-8.23
39.98			40.18			36.30			-8.23			9.68			1,030,500			2.15			2353			+1.98
36.81			37.88			36.33			+1.98			4.21			615,208			1.28			1398			-0.61
38.08			38.38			37.21			-0.61			3.12			508,679			1.06			1201			+3.43
36.36			39.10			36.02			+3.43			8.26			860,460			1.80			1890			+2.80
38.35			41.49			38.35			+2.80			8.14			1,216,579			2.54			2721			-2.70
39.58			40.27			38.40			-2.70			4.72			799,296			1.67			1978			+5.23
38.36			40.77			38.36			+5.23			6.25			1,180,560			2.47			2726			-3.60
40.25			40.76			38.67			-3.60			5.15			1,027,980			2.15			2358			+5.26
39.10			41.28			38.28			+5.26			7.66			1,748,139			3.65			3287			-4.85
40.60			40.97			38.58			-4.85			5.80			1,309,953			2.74			2729			-5.28
38.00			39.69			37.00			-5.28			6.86			1,158,592			2.42			2337			+1.16
37.15			38.98			36.98			+1.16			5.39			1,312,778			2.74			2588			+2.48
37.12			38.59			37.12			+2.48			3.91			1,002,260			2.09			2106			+2.03
38.31			39.34			38.31			+2.03			2.68			991,300			2.07			2078			-3.11
38.70			38.70			37.13			-3.11			4.00			1,187,353			2.48			2502			+5.60
38.06			40.49			38.06			+5.60			6.38			1,873,800			3.91			3687			-0.50
40.01			40.44			39.34			-0.50			2.74			1,075,520			2.25			2443			+2.95
40.14			41.19			39.75			+2.95			3.60			1,783,507			3.73			3269			-0.44
40.96			41.40			39.84			-0.44			3.79			1,261,659			2.64			2527			-1.54
41.48			42.35			40.30			-1.54			5.00			1,368,847			2.86			2910			-2.01
39.95			40.58			39.29			-2.01			3.20			753,400			1.57			1648			+1.69
39.56			40.50			39.17			+1.69			3.36			823,720			1.72			1492			+0.75
39.82			41.26			39.75			+0.75			3.75			1,210,960			2.53			2416			+0.20
40.18			40.74			40.02			+0.20			1.78			791,240			1.65			1750			-0.44
40.60			41.28			40.17			-0.44			2.73			897,020			1.87			2162			-3.07
40.65			40.86			39.03			-3.07			4.53			1,339,160			2.80			2406			-0.28
39.20			39.79			38.80			-0.28			2.53			707,060			1.48			1934			-6.27
38.10			38.47			36.20			-6.27			5.81			1,180,215			2.47			2764			-1.50
36.50			36.87			35.30			-1.50			4.29			846,141			1.77			1814			-2.02
36.11			36.40			35.31			-2.02			3.02			638,040			1.33			1537			-3.59
35.55			35.55			33.13			-3.59			6.85			753,280			1.57			1612			-1.67
34.07			34.47			32.88			-1.67			4.67			376,899			0.787			876			-4.03
33.45			33.62			32.00			-4.03			4.84			438,020			0.915			968			+5.32
32.50			34.45			32.01			+5.32			7.59			809,341			1.69			1590			-0.30
33.79			35.66			33.57			-0.30			6.17			1,051,540			2.20			2005			+5.21
33.57			35.99			33.57			+5.21			7.17			1,496,596			3.13			2684			+0.03
35.20			35.60			35.00			+0.03			1.69			835,516			1.75			1698			-0.08
35.01			35.70			34.48			-0.08			3.43			769,403			1.61			1416			-1.75
35.23			35.50			34.55			-1.75			2.68			574,940			1.20			1207			-1.40
35.28			35.28			33.98			-1.40			3.73			474,380			0.991			1131			-2.01
33.95			34.96			32.89			-2.01			6.02			471,960			0.986			1024			-2.79
34.10			34.49			32.69			-2.79			5.34			469,280			0.980			1220			+3.05
32.26			33.80			32.26			+3.05			4.70			580,580			1.21			1642			+0.62
33.76			34.99			32.50			+0.62			7.38			775,960			1.62			1573			+1.09
33.88			34.52			33.54			+1.09			2.88			740,100			1.55			1776			+1.63
34.05			35.67			33.30			+1.63			6.90			1,042,880			2.18			2410			-2.58
35.45			35.45			33.60			-2.58			5.30			774,310			1.62			1621			+3.15
33.80			35.12			33.80			+3.15			3.88			967,030			2.02			1845			-0.77
35.00			35.15			34.55			-0.77			1.71			563,900			1.18			1029			-1.24
34.66			34.76			33.77			-1.24			2.84			382,880			0.800			821			-1.80
34.34			34.46			33.63			-1.80			2.41			261,960			0.547			654			+0.18
33.64			34.12			33.27			+0.18			2.52			261,760			0.547			937			-0.12
33.52			33.83			32.80			-0.12			3.05			255,070			0.533			862			+1.01
33.47			34.20			33.08			+1.01			3.32			336,020			0.702			836			-1.32
33.77			34.70			33.63			-1.32			3.14			497,643			1.04			1045			+0.09
33.20			34.12			33.18			+0.09			2.79			296,040			0.618			647			-1.16
33.80			34.50			32.92			-1.16			4.69			475,620			0.993			932			-4.35
33.01			33.01			31.80			-4.35			3.63			508,920			1.06			968			+1.10
31.94			32.20			31.63			+1.10			1.79			342,600			0.716			607			-0.53
32.29			32.35			31.86			-0.53			1.52			152,660			0.319			398			+0.03
32.64			32.68			31.65			+0.03			3.22			227,960			0.476			483			-3.31
32.03			32.09			30.70			-3.31			4.34			341,740			0.714			755			-3.97
30.97			30.97			29.50			-3.97			4.74			243,400			0.508			662			+1.24
29.70			30.32			29.11			+1.24			4.07			285,880			0.597			603			+1.69
30.12			30.87			29.81			+1.69			3.52			441,340			0.922			919			-0.75
30.56			30.65			30.06			-0.75			1.93			339,780			0.710			691			+1.25
30.39			30.88			30.12			+1.25			2.50			323,420			0.676			722			+0.55
30.77			30.95			30.05			+0.55			2.92			152,820			0.319			430			-0.13
30.77			31.29			30.63			-0.13			2.13			267,720			0.559			568			-1.71
30.79			30.97			30.28			-1.71			2.23			258,000			0.539			559			+0.86
30.36			30.76			30.36			+0.86			1.32			183,440			0.383			370			-5.35
30.50			30.50			28.89			-5.35			5.25			294,160			0.614			701			+0.83
29.44			29.44			28.88			+0.83			1.93			147,825			0.309			542			+1.06
29.24			29.64			28.82			+1.06			2.80			239,220			0.500			631			-8.02
28.97			28.97			26.60			-8.02			8.02			447,400			0.934			1064			-2.32
26.80			26.81			25.17			-2.32			6.03			306,640			0.640			758			+0.72
